Amount,Broker_Status,Broker_Tier,Client_Risk_Rating,Credit_Score_2,Credit_Score_1,Current_Term_Months,Employment_Status_Borrower_2,Employment_Status,Global_Debt_Ratio,Interest_Rate,Loan_To_Value,Mortgage_Position,Mortgage_Purpose,Occupancy_Type,Property_Type,Self_Employed,Total_Debt_Service_Ratio,Approved
242510,Approved,Non Key Account,5,773,526,13,Pension,Salary,94.2,9.42,33,2,Refinance,Rental,Semi-detached,False,95.7,0.0
347703,Deactivated,Key Account,2,706,770,59,Commissions,Commissions,54.1,4.9,39,3,Purchase,Rental,Apartment Low Rise,False,71.6,0.0
838852,Approved,Key Account,2,664,881,47,Contract,Self-employed,87.4,5.36,11,2,Purchase Rent to Own,Rental,Single,True,98.7,1.0
134134,Approved,Non Key Account,4,440,421,9,Hourly,Hourly,57.9,4.28,20,2,Equity Takeout,Rental,Apartment Low Rise,False,83.5,0.0
325549,Approved,Key Account,5,449,760,26,Self-employed,Other,65.2,5.13,37,3,Purchase,Rent To Own,Row,False,89.7,0.0
732891,Watch List,Key Account,2,586,663,2,Contract,Pension,66.9,5.47,53,3,Refinance,Owner,Semi-detached,False,82.3,1.0
881659,Deactivated,Non Key Account,3,429,758,44,Pension,Hourly,81.5,7.11,36,3,Purchase,Owner,Semi-detached,False,89.2,0.0
523725,Approved,Non Key Account,3,783,687,15,Salary,Commissions,86.9,5.04,46,3,Equity Takeout,Rental,Row,False,98.0,0.0
1440312,Approved,Non Key Account,3,827,900,19,Self-employed,Self-employed,0.1,4.31,21,2,Refinance for Debt Consolidation,Rent To Own,Row,True,24.9,0.0
185597,Deactivated,Non Key Account,3,532,722,59,Other,Other,26.3,6.1,26,1,Equity Takeout,Rental,Single,False,38.1,0.0
1292209,Watch List,Key Account,4,401,727,45,Contract,Salary,51.4,9.35,9,3,Purchase,Owner,Single,False,66.6,1.0
1462525,Approved,Non Key Account,4,884,404,7,Self-employed,Other,88.1,8.07,17,3,Equity Takeout,Rental,Single,False,96.1,0.0
757923,Approved,Key Account,3,468,600,26,Self-employed,Self-employed,50.6,9.87,51,1,Purchase Rent to Own,Rental,Apartment High Rise,True,86.3,0.0
990357,Approved,Key Account,2,825,835,8,Commissions,Pension,18.8,6.97,76,2,Equity Takeout,Owner,Row,False,56.1,0.0
602322,Watch List,Non Key Account,4,558,880,53,Contract,Salary,27.1,9.38,78,2,Purchase Rent to Own,Owner,Row,False,45.3,0.0
1308109,Watch List,Key Account,3,669,833,47,Commissions,Hourly,49.7,9.59,60,3,Equity Takeout,Rental,Row,False,79.5,0.0
728222,Approved,Key Account,5,699,578,7,Commissions,Self-employed,28.8,4.12,67,3,Refinance,Rental,Single,True,78.7,1.0
1113088,Approved,Non Key Account,5,532,523,25,Salary,Salary,4.0,6.82,17,2,Purchase,Owner,Apartment Low Rise,False,31.2,0.0
352607,Deactivated,Key Account,3,881,857,12,Pension,Commissions,46.1,4.25,71,1,Purchase Rent to Own,Rent To Own,Single,False,75.2,0.0
758647,Watch List,Key Account,3,580,462,24,Other,Commissions,82.8,6.08,9,1,Purchase Rent to Own,Rental,Row,False,88.2,0.0
842749,Deactivated,Key Account,3,870,849,49,Self-employed,Self-employed,43.2,7.17,63,2,Purchase,Rental,Apartment High Rise,True,46.4,0.0
1490633,Approved,Key Account,4,422,761,36,Pension,Contract,56.8,4.65,24,2,Purchase,Owner,Apartment Low Rise,False,57.7,1.0
310948,Approved,Key Account,3,566,734,49,Other,Other,23.0,8.34,23,3,Refinance,Rent To Own,Semi-detached,False,54.4,0.0
1436543,Approved,Non Key Account,1,516,417,30,Hourly,Pension,29.4,7.66,53,1,Purchase Rent to Own,Rental,Row,False,78.0,0.0
859466,Approved,Non Key Account,3,576,736,28,Hourly,Self-employed,76.1,9.34,65,1,Refinance,Rental,Row,True,84.4,0.0
1022613,Approved,Non Key Account,3,576,474,16,Other,Self-employed,86.8,4.01,80,2,Equity Takeout,Owner,Single,True,90.1,0.0
1389810,Approved,Non Key Account,4,624,835,44,Self-employed,Self-employed,56.5,4.77,28,1,Purchase,Rent To Own,Apartment Low Rise,True,68.2,0.0
630226,Approved,Key Account,5,840,515,59,Salary,Self-employed,56.3,5.77,29,2,Refinance,Owner,Apartment High Rise,True,96.5,0.0
885810,Approved,Non Key Account,5,818,874,56,Other,Commissions,96.4,9.86,40,1,Purchase Rent to Own,Rent To Own,Row,False,99.7,0.0
805527,Approved,Key Account,4,598,587,23,Hourly,Pension,60.6,8.89,77,1,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,90.3,1.0
524891,Approved,Key Account,2,625,512,58,Commissions,Hourly,36.3,9.14,15,3,Purchase Rent to Own,Owner,Apartment High Rise,False,70.7,1.0
1205385,Approved,Key Account,4,674,683,54,Pension,Commissions,6.4,7.6,41,3,Refinance,Owner,Row,False,14.0,1.0
228183,Approved,Non Key Account,2,715,554,33,Contract,Pension,26.7,6.98,60,3,Purchase Rent to Own,Owner,Semi-detached,False,64.2,0.0
1158955,Watch List,Non Key Account,3,458,644,37,Salary,Salary,15.6,6.34,73,3,Refinance,Rental,Apartment High Rise,False,84.1,0.0
1323529,Watch List,Key Account,3,578,560,10,Salary,Hourly,28.7,4.48,50,2,Refinance,Rent To Own,Row,False,30.8,1.0
316278,Deactivated,Non Key Account,3,828,561,11,Commissions,Hourly,99.4,7.09,66,2,Equity Takeout,Rent To Own,Apartment Low Rise,False,99.6,0.0
1046309,Approved,Non Key Account,4,540,411,32,Other,Salary,14.6,7.19,71,1,Purchase,Owner,Apartment High Rise,False,18.7,0.0
572453,Approved,Key Account,4,603,621,53,Salary,Commissions,51.0,6.95,43,1,Purchase Rent to Own,Rent To Own,Single,False,57.9,0.0
1155923,Approved,Key Account,1,448,555,40,Hourly,Contract,85.5,5.87,20,2,Refinance,Rental,Apartment High Rise,False,97.0,0.0
835840,Watch List,Key Account,4,792,723,6,Commissions,Hourly,67.4,8.09,42,3,Refinance for Debt Consolidation,Rental,Semi-detached,False,92.2,0.0
599838,Approved,Non Key Account,6,409,519,3,Pension,Self-employed,90.2,9.68,62,2,Purchase,Rent To Own,Semi-detached,True,94.9,0.0
1049190,Watch List,Non Key Account,3,628,707,10,Other,Commissions,7.0,5.89,30,1,Purchase,Owner,Apartment High Rise,False,47.1,0.0
145645,Approved,Key Account,2,533,538,9,Hourly,Other,45.0,8.17,7,2,Purchase,Rent To Own,Single,False,90.4,0.0
180137,Approved,Non Key Account,2,423,602,46,Pension,Other,90.6,4.99,8,2,Purchase,Owner,Row,False,98.7,0.0
1042436,Approved,Key Account,3,658,662,27,Commissions,Contract,23.7,5.12,6,1,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,48.4,1.0
638560,Approved,Key Account,4,891,421,59,Self-employed,Contract,90.1,9.39,80,1,Purchase,Rent To Own,Single,False,93.5,0.0
818054,Watch List,Key Account,4,482,577,2,Commissions,Contract,64.9,8.66,75,2,Refinance for Debt Consolidation,Owner,Row,False,96.1,1.0
1028327,Approved,Key Account,2,513,811,58,Contract,Pension,47.7,7.31,22,1,Purchase,Rental,Semi-detached,False,94.1,0.0
505036,Deactivated,Non Key Account,4,493,611,10,Other,Pension,41.7,5.48,76,3,Refinance,Rental,Row,False,79.4,0.0
835021,Approved,Key Account,2,615,591,49,Salary,Contract,88.7,4.96,20,3,Equity Takeout,Rental,Apartment High Rise,False,98.4,0.0
586102,Approved,Key Account,2,900,875,33,Other,Pension,58.1,6.7,11,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,73.7,1.0
333568,Watch List,Non Key Account,1,573,682,33,Salary,Salary,28.4,4.55,60,2,Purchase Rent to Own,Owner,Apartment High Rise,False,48.5,0.0
1415278,Approved,Non Key Account,4,682,893,11,Hourly,Contract,94.7,5.12,73,3,Refinance for Debt Consolidation,Owner,Single,False,97.1,0.0
374042,Deactivated,Non Key Account,3,611,813,54,Contract,Pension,24.6,7.53,27,2,Refinance,Owner,Row,False,65.3,0.0
992725,Watch List,Key Account,4,581,727,46,Salary,Pension,78.5,7.28,17,1,Purchase,Owner,Row,False,100.0,0.0
1183488,Watch List,Key Account,2,816,471,30,Self-employed,Self-employed,65.9,4.71,31,1,Purchase Rent to Own,Rent To Own,Row,True,68.8,0.0
224111,Approved,Key Account,5,641,650,41,Hourly,Contract,19.3,8.04,58,2,Purchase,Owner,Apartment Low Rise,False,53.5,0.0
578588,Deactivated,Non Key Account,3,407,671,20,Contract,Self-employed,27.1,7.06,70,3,Refinance for Debt Consolidation,Rental,Row,True,79.6,0.0
487340,Approved,Key Account,4,581,722,20,Contract,Other,42.4,4.58,75,2,Purchase,Owner,Row,False,94.6,0.0
900562,Approved,Key Account,3,411,801,18,Hourly,Hourly,32.7,7.46,42,2,Purchase Rent to Own,Rent To Own,Single,False,70.0,1.0
953404,Approved,Non Key Account,3,421,831,1,Other,Salary,83.4,6.76,69,2,Refinance,Rent To Own,Apartment High Rise,False,93.2,0.0
800714,Approved,Non Key Account,5,681,581,21,Hourly,Self-employed,77.1,7.06,73,2,Purchase,Rental,Apartment High Rise,True,96.1,0.0
291191,Approved,Key Account,4,896,746,27,Self-employed,Salary,53.4,9.6,31,2,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,79.6,1.0
873427,Approved,Non Key Account,3,725,538,46,Other,Salary,10.4,5.88,72,2,Purchase Rent to Own,Owner,Apartment Low Rise,False,46.3,0.0
1239801,Approved,Key Account,4,706,543,22,Other,Contract,52.8,7.58,69,1,Equity Takeout,Rental,Apartment Low Rise,False,57.6,0.0
462836,Watch List,Key Account,4,519,783,23,Other,Hourly,63.5,8.53,17,1,Refinance,Rental,Single,False,73.1,0.0
402109,Approved,Non Key Account,4,711,446,28,Hourly,Salary,42.7,7.84,42,1,Refinance for Debt Consolidation,Owner,Single,False,90.5,1.0
579420,Approved,Key Account,5,890,436,41,Contract,Self-employed,88.0,8.38,20,3,Equity Takeout,Rent To Own,Apartment High Rise,True,94.6,0.0
630482,Approved,Non Key Account,2,565,577,43,Commissions,Salary,74.0,6.35,73,2,Refinance,Owner,Row,False,88.8,1.0
1131956,Approved,Key Account,3,667,606,36,Commissions,Self-employed,12.4,9.7,76,3,Purchase,Rent To Own,Row,True,85.2,0.0
803970,Watch List,Non Key Account,2,760,452,31,Commissions,Self-employed,26.2,5.72,76,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,True,55.7,0.0
696775,Approved,Non Key Account,4,664,469,51,Other,Other,63.3,6.85,47,3,Refinance,Rental,Apartment Low Rise,False,89.9,0.0
185379,Approved,Key Account,4,846,675,26,Pension,Pension,24.3,9.37,79,2,Purchase,Owner,Semi-detached,False,30.5,0.0
557554,Approved,Key Account,4,513,783,56,Commissions,Other,99.7,4.79,21,2,Equity Takeout,Owner,Single,False,99.8,0.0
279492,Watch List,Non Key Account,4,482,757,44,Commissions,Salary,28.5,7.47,36,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,81.2,0.0
311700,Watch List,Key Account,3,665,452,31,Pension,Commissions,25.0,5.03,13,1,Purchase,Owner,Single,False,36.7,1.0
958261,Approved,Non Key Account,3,671,792,57,Hourly,Hourly,38.3,7.99,5,3,Refinance,Owner,Semi-detached,False,86.9,1.0
470116,Approved,Non Key Account,5,754,670,36,Contract,Contract,33.7,8.91,52,2,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,69.9,0.0
1277163,Approved,Non Key Account,3,788,821,12,Other,Commissions,22.3,5.41,41,3,Refinance,Rent To Own,Apartment Low Rise,False,82.8,0.0
401176,Approved,Key Account,0,697,639,45,Self-employed,Contract,69.7,7.23,59,3,Purchase Rent to Own,Rent To Own,Single,False,92.1,0.0
1465581,Approved,Non Key Account,5,695,701,58,Pension,Commissions,87.0,5.1,24,1,Purchase Rent to Own,Owner,Semi-detached,False,89.2,1.0
572170,Approved,Non Key Account,6,714,419,11,Salary,Salary,98.9,8.78,14,1,Purchase,Owner,Single,False,99.3,0.0
1454006,Watch List,Key Account,4,843,542,52,Commissions,Contract,83.8,7.15,32,1,Refinance for Debt Consolidation,Rental,Semi-detached,False,91.2,0.0
1016636,Approved,Non Key Account,3,499,606,4,Pension,Contract,62.5,9.24,80,3,Purchase Rent to Own,Owner,Semi-detached,False,80.0,0.0
1007263,Approved,Non Key Account,4,829,409,60,Self-employed,Self-employed,50.0,4.28,20,2,Refinance for Debt Consolidation,Rental,Row,True,60.4,0.0
357468,Approved,Key Account,3,522,702,29,Pension,Salary,86.2,6.78,21,1,Refinance for Debt Consolidation,Rental,Row,False,88.3,0.0
1205528,Approved,Non Key Account,4,463,400,32,Other,Salary,71.2,8.59,78,2,Purchase,Owner,Apartment High Rise,False,79.4,0.0
906780,Approved,Non Key Account,3,897,893,23,Other,Other,89.8,7.46,55,2,Purchase Rent to Own,Rent To Own,Single,False,96.5,0.0
277646,Approved,Non Key Account,4,828,500,60,Contract,Commissions,90.4,6.86,78,3,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,99.2,0.0
366385,Watch List,Key Account,3,874,763,32,Hourly,Salary,93.4,8.44,10,1,Refinance for Debt Consolidation,Rent To Own,Single,False,93.5,0.0
1102595,Approved,Key Account,3,776,678,0,Hourly,Pension,90.8,7.27,62,1,Equity Takeout,Rental,Single,False,93.5,1.0
1499610,Watch List,Non Key Account,5,415,442,32,Hourly,Pension,58.1,5.94,64,3,Purchase,Rent To Own,Row,False,75.6,0.0
697534,Approved,Key Account,3,730,629,29,Self-employed,Commissions,16.6,6.07,33,3,Purchase,Rent To Own,Semi-detached,False,80.2,0.0
1426805,Approved,Key Account,4,810,697,53,Commissions,Hourly,72.5,6.8,41,1,Refinance for Debt Consolidation,Owner,Single,False,91.9,1.0
1082124,Watch List,Key Account,4,449,814,24,Contract,Other,28.2,5.33,55,1,Refinance,Rental,Single,False,75.3,0.0
414352,Approved,Key Account,4,602,579,41,Commissions,Commissions,91.1,6.69,53,2,Purchase Rent to Own,Rent To Own,Semi-detached,False,93.1,0.0
109867,Approved,Key Account,4,755,515,23,Self-employed,Self-employed,90.0,4.13,18,1,Purchase,Rent To Own,Row,True,90.9,0.0
939762,Watch List,Non Key Account,2,530,433,48,Salary,Hourly,14.2,7.91,62,3,Purchase,Rent To Own,Row,False,71.8,0.0
284390,Approved,Key Account,2,455,539,45,Hourly,Pension,87.1,9.1,66,2,Refinance,Rental,Apartment High Rise,False,94.3,1.0
193288,Approved,Non Key Account,3,866,796,19,Pension,Other,39.0,6.56,38,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,81.1,0.0
1311798,Approved,Non Key Account,2,417,427,7,Commissions,Other,16.0,9.46,73,2,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,False,46.4,0.0
347781,Approved,Non Key Account,3,885,581,41,Other,Other,7.4,4.86,71,1,Equity Takeout,Rent To Own,Semi-detached,False,99.2,0.0
1194384,Approved,Key Account,5,880,601,47,Contract,Other,94.9,6.54,24,2,Refinance for Debt Consolidation,Rental,Single,False,99.7,1.0
331575,Watch List,Key Account,1,813,843,59,Hourly,Commissions,67.1,7.47,63,3,Purchase,Rental,Apartment Low Rise,False,98.3,0.0
344931,Approved,Non Key Account,3,724,748,13,Hourly,Hourly,39.9,6.42,45,2,Equity Takeout,Rental,Semi-detached,False,97.0,0.0
371341,Deactivated,Key Account,2,821,896,13,Self-employed,Hourly,84.7,4.25,45,1,Refinance for Debt Consolidation,Owner,Semi-detached,False,88.9,0.0
828056,Approved,Non Key Account,3,492,481,56,Salary,Commissions,5.9,8.21,37,1,Refinance for Debt Consolidation,Rental,Row,False,97.1,0.0
539997,Watch List,Non Key Account,3,662,664,43,Salary,Pension,10.6,8.38,19,3,Purchase Rent to Own,Owner,Semi-detached,False,68.2,0.0
933346,Approved,Non Key Account,4,437,852,34,Pension,Pension,51.5,6.41,39,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,59.0,0.0
615089,Approved,Non Key Account,4,698,740,38,Self-employed,Contract,66.2,8.18,17,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,100.0,0.0
306447,Approved,Non Key Account,3,876,650,3,Other,Hourly,60.1,6.26,23,3,Equity Takeout,Rental,Row,False,81.3,0.0
701152,Approved,Non Key Account,2,459,892,42,Hourly,Pension,90.9,4.83,53,2,Refinance,Owner,Row,False,94.0,0.0
545443,Approved,Non Key Account,3,546,660,22,Salary,Hourly,94.2,5.17,10,2,Purchase,Rental,Apartment Low Rise,False,97.9,0.0
530395,Deactivated,Non Key Account,3,479,556,51,Other,Contract,43.4,5.3,16,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,90.2,0.0
281574,Approved,Key Account,3,533,532,16,Hourly,Hourly,27.3,7.82,28,3,Refinance,Rental,Apartment High Rise,False,77.9,1.0
573942,Watch List,Non Key Account,4,410,707,57,Commissions,Contract,64.5,9.58,14,1,Refinance,Owner,Row,False,84.2,0.0
1461024,Watch List,Non Key Account,2,662,833,11,Pension,Pension,62.3,8.34,77,2,Refinance,Owner,Row,False,91.9,0.0
674556,Approved,Key Account,3,457,491,42,Commissions,Hourly,4.9,5.3,20,1,Equity Takeout,Rent To Own,Apartment Low Rise,False,71.7,0.0
117612,Approved,Non Key Account,3,548,461,39,Hourly,Contract,2.7,6.14,74,3,Purchase Rent to Own,Rental,Semi-detached,False,27.1,1.0
164289,Approved,Non Key Account,3,822,530,21,Pension,Self-employed,40.2,4.86,30,3,Equity Takeout,Rent To Own,Row,True,82.0,0.0
1148959,Deactivated,Key Account,3,728,717,43,Self-employed,Pension,68.0,8.33,28,3,Refinance,Owner,Apartment High Rise,False,69.8,1.0
129399,Approved,Key Account,5,796,414,60,Pension,Hourly,87.6,9.65,71,3,Purchase,Owner,Row,False,94.7,0.0
1489315,Approved,Key Account,3,469,548,23,Contract,Self-employed,0.3,6.31,34,3,Refinance for Debt Consolidation,Owner,Row,True,97.8,0.0
811864,Deactivated,Key Account,2,710,604,52,Salary,Salary,34.4,8.57,78,2,Equity Takeout,Rental,Semi-detached,False,66.5,0.0
803639,Approved,Non Key Account,6,532,775,6,Other,Pension,54.2,5.76,78,2,Purchase,Rent To Own,Apartment High Rise,False,88.5,0.0
233269,Approved,Key Account,4,771,737,46,Salary,Commissions,56.2,4.13,80,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,63.6,1.0
736734,Approved,Key Account,3,722,504,49,Pension,Pension,27.4,5.82,15,2,Refinance for Debt Consolidation,Rent To Own,Row,False,35.2,1.0
443172,Watch List,Key Account,3,819,667,17,Commissions,Contract,51.6,5.47,15,2,Refinance,Owner,Apartment High Rise,False,88.3,0.0
249864,Approved,Key Account,4,633,837,54,Pension,Commissions,33.4,8.26,26,1,Refinance,Rental,Semi-detached,False,39.3,1.0
440327,Watch List,Non Key Account,4,762,524,14,Hourly,Contract,52.8,9.16,21,1,Purchase,Rent To Own,Apartment Low Rise,False,56.0,0.0
511234,Approved,Key Account,3,494,578,31,Self-employed,Self-employed,16.1,4.46,40,2,Refinance for Debt Consolidation,Owner,Semi-detached,True,69.4,0.0
510719,Watch List,Key Account,3,858,541,40,Contract,Contract,70.9,8.16,43,3,Refinance,Rent To Own,Apartment Low Rise,False,85.9,0.0
206153,Watch List,Non Key Account,4,461,676,48,Self-employed,Pension,35.1,4.67,44,3,Purchase,Rent To Own,Row,False,46.4,0.0
149810,Deactivated,Non Key Account,2,614,543,44,Self-employed,Hourly,28.6,4.02,21,2,Equity Takeout,Rental,Semi-detached,False,43.2,0.0
762427,Deactivated,Non Key Account,4,638,409,58,Self-employed,Contract,26.7,8.9,5,2,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,71.3,1.0
276004,Approved,Non Key Account,4,442,582,27,Self-employed,Other,90.5,5.36,19,1,Equity Takeout,Rental,Row,False,92.1,0.0
495452,Approved,Key Account,2,442,487,48,Pension,Self-employed,49.9,9.46,17,1,Purchase Rent to Own,Owner,Apartment Low Rise,True,88.9,1.0
1345354,Approved,Key Account,5,672,510,11,Self-employed,Contract,71.1,4.1,68,2,Purchase,Rental,Apartment Low Rise,False,86.3,0.0
949040,Approved,Key Account,3,770,698,25,Contract,Other,38.5,7.75,47,1,Refinance,Rent To Own,Semi-detached,False,97.8,0.0
300988,Watch List,Key Account,5,818,559,21,Salary,Other,33.4,4.27,77,3,Purchase,Owner,Row,False,43.6,0.0
1009986,Approved,Non Key Account,3,657,517,20,Commissions,Pension,72.5,5.51,72,1,Purchase Rent to Own,Owner,Apartment High Rise,False,88.2,0.0
1050699,Approved,Non Key Account,2,871,406,29,Contract,Self-employed,63.5,9.76,8,3,Purchase Rent to Own,Rental,Apartment Low Rise,True,99.2,0.0
508911,Approved,Non Key Account,4,891,750,0,Salary,Contract,88.5,5.19,78,2,Purchase,Rent To Own,Row,False,99.6,0.0
488226,Approved,Key Account,3,572,675,39,Hourly,Commissions,45.1,6.88,62,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,86.8,1.0
1273549,Approved,Non Key Account,4,648,683,54,Commissions,Pension,55.7,9.83,58,1,Purchase Rent to Own,Rental,Single,False,60.8,0.0
743061,Approved,Non Key Account,6,414,893,32,Salary,Self-employed,71.2,4.33,8,1,Equity Takeout,Owner,Semi-detached,True,97.8,0.0
894171,Watch List,Non Key Account,6,436,550,5,Pension,Salary,24.6,6.24,36,1,Purchase Rent to Own,Rent To Own,Semi-detached,False,80.1,0.0
154200,Approved,Non Key Account,4,697,525,55,Self-employed,Salary,20.3,6.7,11,3,Purchase,Owner,Row,False,37.1,0.0
499781,Approved,Non Key Account,3,610,677,51,Contract,Hourly,6.3,8.5,65,3,Purchase Rent to Own,Rental,Row,False,40.7,0.0
569144,Approved,Non Key Account,3,693,445,43,Hourly,Contract,28.2,4.68,60,2,Refinance,Rental,Apartment High Rise,False,55.9,0.0
267336,Deactivated,Key Account,0,837,660,43,Self-employed,Commissions,93.2,5.84,79,1,Purchase Rent to Own,Rental,Apartment High Rise,False,94.0,1.0
233494,Approved,Key Account,4,426,470,28,Hourly,Salary,80.6,9.88,11,1,Equity Takeout,Owner,Single,False,95.3,1.0
719009,Watch List,Key Account,3,849,637,28,Commissions,Contract,70.4,4.7,40,3,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,81.2,0.0
881254,Approved,Key Account,2,712,468,32,Contract,Contract,14.8,9.57,15,2,Refinance,Owner,Apartment High Rise,False,86.4,0.0
1262436,Approved,Key Account,4,740,856,14,Other,Contract,90.9,6.34,19,1,Purchase Rent to Own,Rental,Apartment Low Rise,False,94.1,0.0
193257,Watch List,Key Account,3,480,473,27,Hourly,Other,86.7,8.7,25,2,Purchase,Rent To Own,Single,False,92.6,0.0
1038990,Deactivated,Non Key Account,4,492,631,48,Commissions,Commissions,83.9,4.14,29,2,Refinance,Owner,Semi-detached,False,88.9,0.0
652182,Deactivated,Key Account,4,436,784,17,Pension,Self-employed,48.1,5.75,37,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,True,54.9,0.0
